날짜,전국_합계,전국_종합소매,전국_백화점,전국_대형마트/유통전문점,전국_슈퍼마켓,전국_편의점,전국_면세점,전국_전자상거래/통신판매,전국_식료품,전국_일반식료품,전국_건강보조식품,전국_의류/잡화,전국_의복/직물,전국_복식잡화,전국_시계/귀금속/안경,전국_화장품,전국_연료,전국_가구/가전,전국_가구,전국_가전제품/정보통신기기,전국_의료/보건,전국_종합병원,전국_일반병의원/기타의료기관,전국_자동차,전국_국산자동차신품,전국_기타운송수단,전국_자동차부품및정비,전국_여행/교통,전국_여행사/자동차임대,전국_항공사,전국_대중교통,전국_오락/문화,전국_스포츠/오락/여가,전국_서적/문구,전국_교육,전국_숙박/음식,전국_숙박,전국_음식점,전국_공과금/개인및전문서비스,전국_금융/보험,전국_기타,서울_합계,서울_종합소매,서울_백화점,서울_대형마트/유통전문점,서울_슈퍼마켓,서울_편의점,서울_면세점,서울_전자상거래/통신판매,서울_식료품,서울_일반식료품,서울_건강보조식품,서울_의류/잡화,서울_의복/직물,서울_복식잡화,서울_시계/귀금속/안경,서울_화장품,서울_연료,서울_가구/가전,서울_가구,서울_가전제품/정보통신기기,서울_의료/보건,서울_종합병원,서울_일반병의원/기타의료기관,서울_자동차,서울_국산자동차신품,서울_기타운송수단,서울_자동차부품및정비,서울_여행/교통,서울_여행사/자동차임대,서울_항공사,서울_대중교통,서울_오락/문화,서울_스포츠/오락/여가,서울_서적/문구,서울_교육,서울_숙박/음식,서울_숙박,서울_음식점,서울_공과금/개인및전문서비스,서울_금융/보험,서울_기타,부산_합계,부산_종합소매,부산_백화점,부산_대형마트/유통전문점,부산_슈퍼마켓,부산_편의점,부산_면세점,부산_전자상거래/통신판매,부산_식료품,부산_일반식료품,부산_건강보조식품,부산_의류/잡화,부산_의복/직물,부산_복식잡화,부산_시계/귀금속/안경,부산_화장품,부산_연료,부산_가구/가전,부산_가구,부산_가전제품/정보통신기기,부산_의료/보건,부산_종합병원,부산_일반병의원/기타의료기관,부산_자동차,부산_국산자동차신품,부산_기타운송수단,부산_자동차부품및정비,부산_여행/교통,부산_여행사/자동차임대,부산_항공사,부산_대중교통,부산_오락/문화,부산_스포츠/오락/여가,부산_서적/문구,부산_교육,부산_숙박/음식,부산_숙박,부산_음식점,부산_공과금/개인및전문서비스,부산_금융/보험,부산_기타,대구_합계,대구_종합소매,대구_백화점,대구_대형마트/유통전문점,대구_슈퍼마켓,대구_편의점,대구_면세점,대구_전자상거래/통신판매,대구_식료품,대구_일반식료품,대구_건강보조식품,대구_의류/잡화,대구_의복/직물,대구_복식잡화,대구_시계/귀금속/안경,대구_화장품,대구_연료,대구_가구/가전,대구_가구,대구_가전제품/정보통신기기,대구_의료/보건,대구_종합병원,대구_일반병의원/기타의료기관,대구_자동차,대구_국산자동차신품,대구_기타운송수단,대구_자동차부품및정비,대구_여행/교통,대구_여행사/자동차임대,대구_항공사,대구_대중교통,대구_오락/문화,대구_스포츠/오락/여가,대구_서적/문구,대구_교육,대구_숙박/음식,대구_숙박,대구_음식점,대구_공과금/개인및전문서비스,대구_금융/보험,대구_기타,인천_합계,인천_종합소매,인천_백화점,인천_대형마트/유통전문점,인천_슈퍼마켓,인천_편의점,인천_면세점,인천_전자상거래/통신판매,인천_식료품,인천_일반식료품,인천_건강보조식품,인천_의류/잡화,인천_의복/직물,인천_복식잡화,인천_시계/귀금속/안경,인천_화장품,인천_연료,인천_가구/가전,인천_가구,인천_가전제품/정보통신기기,인천_의료/보건,인천_종합병원,인천_일반병의원/기타의료기관,인천_자동차,인천_국산자동차신품,인천_기타운송수단,인천_자동차부품및정비,인천_여행/교통,인천_여행사/자동차임대,인천_항공사,인천_대중교통,인천_오락/문화,인천_스포츠/오락/여가,인천_서적/문구,인천_교육,인천_숙박/음식,인천_숙박,인천_음식점,인천_공과금/개인및전문서비스,인천_금융/보험,인천_기타,광주_합계,광주_종합소매,광주_백화점,광주_대형마트/유통전문점,광주_슈퍼마켓,광주_편의점,광주_면세점,광주_전자상거래/통신판매,광주_식료품,광주_일반식료품,광주_건강보조식품,광주_의류/잡화,광주_의복/직물,광주_복식잡화,광주_시계/귀금속/안경,광주_화장품,광주_연료,광주_가구/가전,광주_가구,광주_가전제품/정보통신기기,광주_의료/보건,광주_종합병원,광주_일반병의원/기타의료기관,광주_자동차,광주_국산자동차신품,광주_기타운송수단,광주_자동차부품및정비,광주_여행/교통,광주_여행사/자동차임대,광주_항공사,광주_대중교통,광주_오락/문화,광주_스포츠/오락/여가,광주_서적/문구,광주_교육,광주_숙박/음식,광주_숙박,광주_음식점,광주_공과금/개인및전문서비스,광주_금융/보험,광주_기타,대전_합계,대전_종합소매,대전_백화점,대전_대형마트/유통전문점,대전_슈퍼마켓,대전_편의점,대전_면세점,대전_전자상거래/통신판매,대전_식료품,대전_일반식료품,대전_건강보조식품,대전_의류/잡화,대전_의복/직물,대전_복식잡화,대전_시계/귀금속/안경,대전_화장품,대전_연료,대전_가구/가전,대전_가구,대전_가전제품/정보통신기기,대전_의료/보건,대전_종합병원,대전_일반병의원/기타의료기관,대전_자동차,대전_국산자동차신품,대전_기타운송수단,대전_자동차부품및정비,대전_여행/교통,대전_여행사/자동차임대,대전_항공사,대전_대중교통,대전_오락/문화,대전_스포츠/오락/여가,대전_서적/문구,대전_교육,대전_숙박/음식,대전_숙박,대전_음식점,대전_공과금/개인및전문서비스,대전_금융/보험,대전_기타,울산_합계,울산_종합소매,울산_백화점,울산_대형마트/유통전문점,울산_슈퍼마켓,울산_편의점,울산_면세점,울산_전자상거래/통신판매,울산_식료품,울산_일반식료품,울산_건강보조식품,울산_의류/잡화,울산_의복/직물,울산_복식잡화,울산_시계/귀금속/안경,울산_화장품,울산_연료,울산_가구/가전,울산_가구,울산_가전제품/정보통신기기,울산_의료/보건,울산_종합병원,울산_일반병의원/기타의료기관,울산_자동차,울산_국산자동차신품,울산_기타운송수단,울산_자동차부품및정비,울산_여행/교통,울산_여행사/자동차임대,울산_항공사,울산_대중교통,울산_오락/문화,울산_스포츠/오락/여가,울산_서적/문구,울산_교육,울산_숙박/음식,울산_숙박,울산_음식점,울산_공과금/개인및전문서비스,울산_금융/보험,울산_기타,경기_합계,경기_종합소매,경기_백화점,경기_대형마트/유통전문점,경기_슈퍼마켓,경기_편의점,경기_면세점,경기_전자상거래/통신판매,경기_식료품,경기_일반식료품,경기_건강보조식품,경기_의류/잡화,경기_의복/직물,경기_복식잡화,경기_시계/귀금속/안경,경기_화장품,경기_연료,경기_가구/가전,경기_가구,경기_가전제품/정보통신기기,경기_의료/보건,경기_종합병원,경기_일반병의원/기타의료기관,경기_자동차,경기_국산자동차신품,경기_기타운송수단,경기_자동차부품및정비,경기_여행/교통,경기_여행사/자동차임대,경기_항공사,경기_대중교통,경기_오락/문화,경기_스포츠/오락/여가,경기_서적/문구,경기_교육,경기_숙박/음식,경기_숙박,경기_음식점,경기_공과금/개인및전문서비스,경기_금융/보험,경기_기타,강원_합계,강원_종합소매,강원_백화점,강원_대형마트/유통전문점,강원_슈퍼마켓,강원_편의점,강원_면세점,강원_전자상거래/통신판매,강원_식료품,강원_일반식료품,강원_건강보조식품,강원_의류/잡화,강원_의복/직물,강원_복식잡화,강원_시계/귀금속/안경,강원_화장품,강원_연료,강원_가구/가전,강원_가구,강원_가전제품/정보통신기기,강원_의료/보건,강원_종합병원,강원_일반병의원/기타의료기관,강원_자동차,강원_국산자동차신품,강원_기타운송수단,강원_자동차부품및정비,강원_여행/교통,강원_여행사/자동차임대,강원_항공사,강원_대중교통,강원_오락/문화,강원_스포츠/오락/여가,강원_서적/문구,강원_교육,강원_숙박/음식,강원_숙박,강원_음식점,강원_공과금/개인및전문서비스,강원_금융/보험,강원_기타,충북_합계,충북_종합소매,충북_백화점,충북_대형마트/유통전문점,충북_슈퍼마켓,충북_편의점,충북_면세점,충북_전자상거래/통신판매,충북_식료품,충북_일반식료품,충북_건강보조식품,충북_의류/잡화,충북_의복/직물,충북_복식잡화,충북_시계/귀금속/안경,충북_화장품,충북_연료,충북_가구/가전,충북_가구,충북_가전제품/정보통신기기,충북_의료/보건,충북_종합병원,충북_일반병의원/기타의료기관,충북_자동차,충북_국산자동차신품,충북_기타운송수단,충북_자동차부품및정비,충북_여행/교통,충북_여행사/자동차임대,충북_항공사,충북_대중교통,충북_오락/문화,충북_스포츠/오락/여가,충북_서적/문구,충북_교육,충북_숙박/음식,충북_숙박,충북_음식점,충북_공과금/개인및전문서비스,충북_금융/보험,충북_기타,충남_합계,충남_종합소매,충남_백화점,충남_대형마트/유통전문점,충남_슈퍼마켓,충남_편의점,충남_면세점,충남_전자상거래/통신판매,충남_식료품,충남_일반식료품,충남_건강보조식품,충남_의류/잡화,충남_의복/직물,충남_복식잡화,충남_시계/귀금속/안경,충남_화장품,충남_연료,충남_가구/가전,충남_가구,충남_가전제품/정보통신기기,충남_의료/보건,충남_종합병원,충남_일반병의원/기타의료기관,충남_자동차,충남_국산자동차신품,충남_기타운송수단,충남_자동차부품및정비,충남_여행/교통,충남_여행사/자동차임대,충남_항공사,충남_대중교통,충남_오락/문화,충남_스포츠/오락/여가,충남_서적/문구,충남_교육,충남_숙박/음식,충남_숙박,충남_음식점,충남_공과금/개인및전문서비스,충남_금융/보험,충남_기타,전북_합계,전북_종합소매,전북_백화점,전북_대형마트/유통전문점,전북_슈퍼마켓,전북_편의점,전북_면세점,전북_전자상거래/통신판매,전북_식료품,전북_일반식료품,전북_건강보조식품,전북_의류/잡화,전북_의복/직물,전북_복식잡화,전북_시계/귀금속/안경,전북_화장품,전북_연료,전북_가구/가전,전북_가구,전북_가전제품/정보통신기기,전북_의료/보건,전북_종합병원,전북_일반병의원/기타의료기관,전북_자동차,전북_국산자동차신품,전북_기타운송수단,전북_자동차부품및정비,전북_여행/교통,전북_여행사/자동차임대,전북_항공사,전북_대중교통,전북_오락/문화,전북_스포츠/오락/여가,전북_서적/문구,전북_교육,전북_숙박/음식,전북_숙박,전북_음식점,전북_공과금/개인및전문서비스,전북_금융/보험,전북_기타,전남_합계,전남_종합소매,전남_백화점,전남_대형마트/유통전문점,전남_슈퍼마켓,전남_편의점,전남_면세점,전남_전자상거래/통신판매,전남_식료품,전남_일반식료품,전남_건강보조식품,전남_의류/잡화,전남_의복/직물,전남_복식잡화,전남_시계/귀금속/안경,전남_화장품,전남_연료,전남_가구/가전,전남_가구,전남_가전제품/정보통신기기,전남_의료/보건,전남_종합병원,전남_일반병의원/기타의료기관,전남_자동차,전남_국산자동차신품,전남_기타운송수단,전남_자동차부품및정비,전남_여행/교통,전남_여행사/자동차임대,전남_항공사,전남_대중교통,전남_오락/문화,전남_스포츠/오락/여가,전남_서적/문구,전남_교육,전남_숙박/음식,전남_숙박,전남_음식점,전남_공과금/개인및전문서비스,전남_금융/보험,전남_기타,경북_합계,경북_종합소매,경북_백화점,경북_대형마트/유통전문점,경북_슈퍼마켓,경북_편의점,경북_면세점,경북_전자상거래/통신판매,경북_식료품,경북_일반식료품,경북_건강보조식품,경북_의류/잡화,경북_의복/직물,경북_복식잡화,경북_시계/귀금속/안경,경북_화장품,경북_연료,경북_가구/가전,경북_가구,경북_가전제품/정보통신기기,경북_의료/보건,경북_종합병원,경북_일반병의원/기타의료기관,경북_자동차,경북_국산자동차신품,경북_기타운송수단,경북_자동차부품및정비,경북_여행/교통,경북_여행사/자동차임대,경북_항공사,경북_대중교통,경북_오락/문화,경북_스포츠/오락/여가,경북_서적/문구,경북_교육,경북_숙박/음식,경북_숙박,경북_음식점,경북_공과금/개인및전문서비스,경북_금융/보험,경북_기타,경남_합계,경남_종합소매,경남_백화점,경남_대형마트/유통전문점,경남_슈퍼마켓,경남_편의점,경남_면세점,경남_전자상거래/통신판매,경남_식료품,경남_일반식료품,경남_건강보조식품,경남_의류/잡화,경남_의복/직물,경남_복식잡화,경남_시계/귀금속/안경,경남_화장품,경남_연료,경남_가구/가전,경남_가구,경남_가전제품/정보통신기기,경남_의료/보건,경남_종합병원,경남_일반병의원/기타의료기관,경남_자동차,경남_국산자동차신품,경남_기타운송수단,경남_자동차부품및정비,경남_여행/교통,경남_여행사/자동차임대,경남_항공사,경남_대중교통,경남_오락/문화,경남_스포츠/오락/여가,경남_서적/문구,경남_교육,경남_숙박/음식,경남_숙박,경남_음식점,경남_공과금/개인및전문서비스,경남_금융/보험,경남_기타,제주_합계,제주_종합소매,제주_백화점,제주_대형마트/유통전문점,제주_슈퍼마켓,제주_편의점,제주_면세점,제주_전자상거래/통신판매,제주_식료품,제주_일반식료품,제주_건강보조식품,제주_의류/잡화,제주_의복/직물,제주_복식잡화,제주_시계/귀금속/안경,제주_화장품,제주_연료,제주_가구/가전,제주_가구,제주_가전제품/정보통신기기,제주_의료/보건,제주_종합병원,제주_일반병의원/기타의료기관,제주_자동차,제주_국산자동차신품,제주_기타운송수단,제주_자동차부품및정비,제주_여행/교통,제주_여행사/자동차임대,제주_항공사,제주_대중교통,제주_오락/문화,제주_스포츠/오락/여가,제주_서적/문구,제주_교육,제주_숙박/음식,제주_숙박,제주_음식점,제주_공과금/개인및전문서비스,제주_금융/보험,제주_기타,기타_합계,기타_종합소매,기타_백화점,기타_대형마트/유통전문점,기타_슈퍼마켓,기타_편의점,기타_면세점,기타_전자상거래/통신판매,기타_식료품,기타_일반식료품,기타_건강보조식품,기타_의류/잡화,기타_의복/직물,기타_복식잡화,기타_시계/귀금속/안경,기타_화장품,기타_연료,기타_가구/가전,기타_가구,기타_가전제품/정보통신기기,기타_의료/보건,기타_종합병원,기타_일반병의원/기타의료기관,기타_자동차,기타_국산자동차신품,기타_기타운송수단,기타_자동차부품및정비,기타_여행/교통,기타_여행사/자동차임대,기타_항공사,기타_대중교통,기타_오락/문화,기타_스포츠/오락/여가,기타_서적/문구,기타_교육,기타_숙박/음식,기타_숙박,기타_음식점,기타_공과금/개인및전문서비스,기타_금융/보험,기타_기타
2017-01,37057619,6459281,1246031,2827678,1782019,459685,143868,4999376,849868,769935,79933,1142644,634956,81107,170981,255600,2439650,910678,151498,759180,2810341,655717,2154625,2278711,1606692,94703,577317,1073818,136278,416131,521410,1060513,798417,262097,908967,4281673,239873,4041800,3844852,1294602,2702643,16748034,1691072,473338,664502,370727,132188,50317,3844503,167626,143359,24267,361778,189087,24773,50795,97123,231469,452262,26310,425953,951953,251462,700491,994126,852390,49952,91784,791430,120562,343385,327483,317641,186183,131458,306235,1173781,76340,1097441,2886922,1278122,1299114,1714642,481412,147538,194055,99633,24642,15543,6684,45457,39592,5865,74572,41165,5758,12215,15433,136178,46488,8552,37936,210427,48534,161893,117701,73776,6247,37678,42290,1434,20873,19983,56919,49376,7542,45198,272297,16237,256060,74047,2961,102013,1039020,291782,100429,112302,65955,12475,621,8041,34594,31527,3067,51537,28519,3109,10092,9817,106480,26839,6690,20149,141711,27490,114221,29680,113,5631,23935,9038,734,24,8281,39667,32421,7246,34846,166214,5224,160991,32277,657,65656,1220175,333086,44066,140714,75238,24362,48705,5772,50282,46056,4226,51019,25348,7187,8327,10158,125146,24831,6244,18587,123786,33851,89935,100526,65947,2252,32327,15637,553,3264,11820,42478,36158,6319,41126,211571,10932,200639,40397,335,54184,729253,164792,43739,67311,45193,8549,0,596,28887,26465,2422,34434,20710,1969,5056,6699,68168,18817,4808,14009,99811,19320,80491,80755,59914,2390,18451,2286,551,0,1735,24991,19158,5833,27066,106277,2359,103918,19923,94,52356,795872,164988,29570,80793,43806,10770,50,4357,33896,30088,3809,34307,18805,2077,6353,7072,73503,17513,4088,13425,96221,18419,77802,39345,64,2013,37268,76479,355,0,76125,24831,19291,5540,24446,122549,3545,119004,21235,153,62050,453227,111502,22314,53650,27572,7901,65,1410,20356,19085,1271,17102,9070,1007,3335,3690,58817,10260,2791,7469,55627,13316,42311,14442,26,735,13681,827,328,0,498,15287,12892,2395,18036,86702,3251,83451,16079,94,26686,8139024,1843582,256652,788267,678215,120231,218,1054357,180923,165562,15361,231765,133396,17214,35352,45803,607301,164099,61769,102330,574574,117498,457076,708323,551857,15721,140745,70747,3946,50,66751,264398,203235,61163,252097,968348,22509,945839,561785,1149,655575,639413,138916,5717,78855,37492,16828,24,1111,29855,28315,1540,25470,15327,1854,3895,4394,89208,12470,2813,9657,52122,13379,38743,17517,43,675,16799,1738,453,0,1285,36432,32970,3462,13068,162839,36354,126485,16057,135,42474,624817,138323,10896,76098,39056,12203,69,993,27141,24863,2278,29887,18425,2186,3905,5371,125388,20306,2967,17339,54528,11625,42903,21332,110,663,20559,393,310,9,74,27173,23269,3904,17314,110637,4306,106331,15751,92,35560,899046,202464,9984,113479,59380,19603,18,2583,39949,36681,3268,45687,23254,1977,5034,15422,150876,24168,3983,20185,71028,13405,57624,27082,25,1022,26034,1288,260,42,986,31150,26170,4980,32308,160071,8058,152013,39486,122,70783,701275,143139,16239,72276,44130,10459,36,4763,35375,32536,2839,33362,20382,2152,5046,5781,119236,16105,3339,12766,75879,16324,59554,23243,61,1959,21223,14819,285,14285,250,32249,27639,4610,16818,125651,8812,116839,21464,124,39048,580868,126613,9184,73873,35268,8216,73,1186,37059,35343,1717,26973,17692,1383,3611,4286,103811,13365,2305,11060,53878,12305,41573,19413,13,782,18618,1094,332,51,711,24649,21578,3071,12328,103532,5800,97732,21764,30,35173,890970,190020,13912,101640,59871,14596,0,1440,48611,45887,2725,42765,25545,2226,6737,8258,206486,20540,4458,16083,65903,15045,50859,30627,38,1507,29082,700,443,0,257,40841,36461,4380,19358,161710,8720,152990,22159,55,39755,1247045,305616,57365,147891,74751,25346,263,2241,45390,41519,3871,58335,34566,4003,8387,11379,191554,29728,6786,22942,138545,32568,105977,40303,215,2155,37933,2127,463,0,1664,54233,48041,6192,36324,227644,9751,217893,33304,329,81373,430584,99535,1,42111,21340,8950,27134,24368,18825,18016,809,15881,9941,1713,1629,2599,35649,9436,2743,6693,23877,5333,18543,7942,6,500,7437,36634,3890,32183,562,20105,17688,2417,7474,93326,15656,77670,9744,100,27686,204352,32438,5088,19860,4391,2368,732,34972,5641,5043,598,7771,3724,519,1213,2315,10379,3450,854,2597,20471,5843,14628,6357,2093,500,3764,6291,1380,1966,2945,7471,5886,1585,4923,28523,2017,26505,12460,10050,13155
2017-02,34209309,5187107,1081967,2150197,1384820,422202,147921,4945107,520626,462806,57820,1088944,572104,76025,186517,254297,2289769,999186,172090,827096,2799966,627486,2172480,2110430,1472465,101479,536486,1011174,125260,414849,471065,1021821,761229,260592,1035215,3940916,216332,3724585,3376356,1285446,2597246,15692708,1424832,414419,529544,308608,123225,49036,3724279,104629,83657,20972,359158,181071,23426,57163,97498,223702,484710,29647,455064,951882,245757,706125,911749,767654,52767,91328,747418,110022,349424,287973,321703,189430,132272,358609,1103200,71706,1031494,2446363,1267632,1262841,1552829,388218,128331,144353,75650,22773,17112,5557,28523,23889,4633,71499,38268,5298,12965,14969,129167,49068,9572,39496,208326,44597,163729,114583,73193,6671,34719,39256,1584,17860,19811,52751,45230,7521,51518,246184,15962,230222,70966,3121,94093,936968,232800,83791,83444,53413,11570,582,9841,21296,19341,1955,50287,26640,2851,11094,9702,99178,31116,7956,23160,139663,25958,113705,28666,116,5797,22753,8483,686,51,7747,36530,29335,7195,39102,148927,4694,144234,30808,1222,59050,1120659,277803,38437,105307,59108,22223,52727,4048,29290,26827,2464,48474,22181,6960,8945,10388,121021,29139,7360,21780,123336,31901,91435,101198,67242,2763,31194,14593,483,2283,11828,41887,35542,6345,44786,194796,10508,184288,39642,286,50358,671438,131545,38575,49975,35110,7885,0,576,16984,15397,1587,31789,17939,1835,5433,6582,68542,21608,5945,15663,97959,17872,80087,80753,62193,2341,16219,2109,529,0,1581,23940,18396,5543,30205,97106,2331,94775,19387,85,48850,729200,131901,25730,61514,34611,9989,57,3368,20835,17394,3441,33885,17898,1948,6925,7114,69871,20601,5046,15556,97286,17467,79819,32782,50,2235,30498,67451,375,5,67071,24374,18649,5725,27781,114365,3255,111110,21564,240,62896,403701,89081,18089,41000,22503,7406,83,1141,12064,11338,726,16448,8255,988,3514,3691,54949,12297,3166,9131,53307,12130,41177,14085,45,848,13192,890,310,0,580,14783,12318,2465,18506,78915,2821,76094,13280,73,23882,7566100,1443841,224280,604899,503990,110409,264,1128665,112513,101481,11032,219820,120992,15867,38340,44621,568158,183505,68672,114834,576945,113022,463923,647328,499621,17409,130299,69031,3941,51,65038,253185,192404,60781,278921,894717,20354,874363,550416,1091,637963,561635,105032,5129,56954,28835,14085,29,1220,19143,18178,965,24377,13706,1790,4382,4498,80751,14158,2976,11182,52292,12976,39315,15698,78,857,14764,1983,445,2,1536,31538,28442,3096,16394,143028,29154,113873,15856,118,40047,554780,102417,9520,52425,29446,10994,33,801,14797,13603,1194,25776,14285,2110,4098,5282,117113,22474,3789,18685,54582,11088,43494,19755,158,865,18732,400,298,7,94,25631,21971,3659,19400,100642,3893,96749,16130,93,34769,809365,157562,9149,84731,45936,17737,8,2156,23759,22071,1688,41632,18752,1883,5395,15602,141568,27855,5183,22672,70976,12704,58272,25068,29,1080,23960,1487,251,43,1193,29282,24709,4574,35979,147137,7088,140049,37409,108,67386,615559,106868,13706,50821,32911,9399,31,4328,20136,18597,1540,29831,16745,1982,5359,5746,109650,17296,3687,13609,76291,15544,60747,20834,51,1930,18853,12287,289,11766,233,29014,24702,4313,23578,110818,6254,104563,19881,99,34647,501205,93337,6815,51945,27109,7394,75,1128,19879,19008,871,23740,14347,1210,3815,4367,95148,14169,2381,11789,52005,11216,40789,17988,17,934,17037,1018,337,65,616,22583,19814,2769,13177,93533,5028,88504,21773,26,31700,786456,144781,11657,73289,46605,13230,0,1642,29962,28555,1407,38918,21420,2107,7220,8171,190278,23143,4884,18259,64845,14332,50514,28555,52,1656,26846,691,453,0,238,38936,34673,4263,23585,143771,7900,135872,21469,42,35838,1110228,239429,49337,107824,58762,23175,330,2384,27967,25588,2379,51364,27943,3703,8699,11019,176442,34593,8108,26485,134858,29709,105150,38446,199,2417,35830,2340,462,3,1874,50262,43697,6565,38598,206573,8237,198335,31600,421,74952,386716,83642,0,31458,17480,8077,26626,20022,13875,13360,515,13476,7603,1489,1712,2672,32465,9298,2638,6661,23618,4944,18673,7250,10,509,6731,35274,3586,31166,521,17242,15256,1986,9776,86478,15221,71257,8696,109,25495,209763,34020,5004,20715,4742,2631,929,33951,4974,4523,451,8469,4059,576,1457,2376,11766,4154,1082,3072,21794,6269,15525,5689,1757,400,3532,6464,1208,2123,3132,8180,6659,1521,5300,30726,1924,28803,11116,10680,12480
2017-03,38393522,6097912,1227898,2575103,1642004,498860,154048,5470028,625023,556969,68054,1314581,713404,99017,217129,285031,2564933,1092259,180619,911641,3007251,680944,2326307,2547234,1773508,145858,627867,1055238,113755,420590,520894,1358892,991182,367709,1052723,4392094,202055,4190039,3447844,1508111,2859397,17259844,1650922,471095,618914,361472,145610,53831,4131999,126005,100916,25088,421442,215836,30753,66599,108253,244444,526748,31961,494787,1013694,264937,748757,1094166,912142,74752,107271,763052,96590,356441,310021,377923,214731,163191,365998,1228966,69334,1159632,2441594,1487525,1385367,1743393,458980,143664,179918,91685,26140,17574,7137,34096,28615,5481,86195,47803,6692,14874,16826,143103,51677,9293,42384,224179,49713,174466,130721,84403,8501,37818,44178,1558,18990,23630,68883,54711,14172,50002,263359,14944,248415,73509,3572,103802,1055248,268822,93485,98946,62049,13700,643,11688,24720,22447,2273,60734,32924,3713,13134,10963,109185,34529,7922,26607,150281,28633,121648,33168,140,7322,25706,9657,767,-8,8897,47378,35129,12249,40179,163171,4695,158476,34049,1739,65946,1303124,321784,43675,128795,71664,26389,51260,5177,34787,31829,2958,59431,28325,9273,10479,11354,134716,33242,7835,25407,133978,34928,99050,137007,96236,5076,35695,15092,455,2343,12295,55702,45543,10159,47361,219234,10402,208831,45418,414,59780,789470,160388,47102,60953,42715,9618,0,637,21255,19481,1774,41531,24870,2557,6415,7689,77164,24421,6268,18153,105294,19837,85457,103497,80860,3384,19253,2350,527,0,1822,34900,24704,10196,29944,109010,2503,106508,21753,139,57187,846790,156565,29688,73563,41299,11984,32,4561,24777,21109,3668,39979,21405,2602,7694,8277,78894,24288,5588,18700,103399,19127,84272,40942,123,3405,37413,88042,383,0,87659,33175,23383,9791,27856,126518,3686,122832,24637,249,72909,455003,104783,20927,49321,25831,8630,74,1437,14009,13129,880,19196,10108,1147,3905,4036,61118,12448,3191,9257,56478,13663,42815,15900,41,1151,14708,892,347,0,545,20027,15260,4767,19989,86296,2901,83396,14498,90,27841,8603584,1720669,254245,734647,599660,131804,313,1237577,135724,122996,12728,267511,150524,20597,45170,51219,636281,203780,72219,131560,625184,121534,503650,774089,596719,26072,151298,71706,5031,61,66615,359327,278285,81043,291204,1028868,22156,1006712,585850,1379,664436,613336,120942,5784,67879,32888,14353,38,1302,20573,19426,1147,29548,17316,2231,4900,5101,88274,15607,3213,12394,57285,13791,43494,21571,99,1354,20117,1904,488,0,1417,40801,35585,5216,15100,135899,17847,118052,17249,131,47150,662053,124817,10864,64893,35533,13512,15,1011,18728,17248,1479,32756,19128,2634,4905,6089,133663,24757,4084,20674,59107,11841,47266,24960,334,1593,23033,515,399,9,107,43899,36751,7148,19323,116450,4139,112311,18696,112,43258,948537,189250,10724,100426,56227,21870,4,2736,30248,28254,1994,50563,24770,2403,6327,17063,161759,30964,5433,25531,74613,13555,61057,31047,21,2051,28974,1672,471,44,1158,44815,36190,8625,36661,170382,6626,163756,43595,160,80072,697812,127608,15263,61500,39913,10894,38,4294,25164,23327,1837,38005,22449,2628,6195,6732,126366,19046,3646,15400,80435,16631,63804,24891,70,2564,22257,11551,326,11001,224,37958,29877,8080,19644,119386,3968,115418,22369,150,40948,596447,112984,7926,63754,32325,8951,29,1409,25182,24137,1045,30762,19492,1731,4469,5071,109957,16181,2782,13399,56647,12518,44129,21349,21,1256,20072,1306,428,40,839,34378,28535,5843,13515,110396,5824,104572,24158,38,38186,907511,170361,13393,85804,55360,15804,0,1748,34071,32416,1655,46680,27384,2782,8327,8187,214495,24775,5303,19472,70548,15501,55047,34938,76,2616,32246,811,566,0,246,58892,49301,9592,21464,160856,7966,152890,23977,59,43836,1266984,279483,54635,128811,68391,27409,237,2398,33747,30978,2768,64251,36762,4700,10128,12661,198385,36407,8257,28150,147532,33040,114493,44013,252,3507,40254,2549,613,0,1937,67043,55145,11899,39904,229913,8607,221306,35252,437,85670,429680,95913,1,37029,20444,9278,29161,20044,17727,16938,789,16392,9617,1841,1987,2947,35556,9474,2677,6797,26921,5522,21399,8623,7,763,7853,33964,3883,29393,688,23214,19643,3571,8963,93033,14863,78169,10173,145,29538,214707,33641,5428,19949,4549,2914,800,34875,4212,3722,490,9605,4689,733,1622,2561,11573,3916,946,2969,21675,6173,15502,6351,1962,490,3899,5996,925,2275,2795,10578,8410,2168,5615,30358,1594,28764,11067,11773,13472
