시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금 (만원),종전계약 월세 (만원)
서울특별시 강북구 수유동,740,0740,0000,에피소드수유838,월세,22.2815,202201,24,"         2,000",           119,13,2021,도봉로 315,202202~202302,신규,-,0,0
서울특별시 강북구 수유동,740,0740,0000,에피소드수유838,월세,11.398,202201,24,"         1,000",            68,20,2021,도봉로 315,202201~202301,신규,-,0,0
서울특별시 강북구 수유동,740,0740,0000,에피소드수유838,월세,21.9946,202201,24,"         5,000",            64,7,2021,도봉로 315,202201~202301,신규,-,0,0
서울특별시 강북구 수유동,740,0740,0000,에피소드수유838,월세,15.6485,202201,26,"         5,000",            57,18,2021,도봉로 315,202202~202302,신규,-,0,0
서울특별시 강북구 수유동,740,0740,0000,에피소드수유838,월세,14.8328,202201,27,"         1,000",            58,10,2021,도봉로 315,202201~202301,신규,-,0,0
서울특별시 강북구 수유동,740,0740,0000,에피소드수유838,월세,21.0281,202201,27,"         1,000",            75,6,2021,도봉로 315,202202~202302,신규,-,0,0
서울특별시 강북구 수유동,740,0740,0000,에피소드수유838,월세,21.9946,202201,28,"         1,000",            79,6,2021,도봉로 315,202201~202301,신규,-,0,0
서울특별시 강북구 수유동,740,0740,0000,에피소드수유838,월세,21.0281,202201,28,"         5,000",            60,6,2021,도봉로 315,-,-,-, , 
서울특별시 강북구 수유동,740,0740,0000,에피소드수유838,월세,17.9852,202201,28,"         1,000",            70,8,2021,도봉로 315,202201~202301,신규,-,0,0
서울특별시 강북구 수유동,740,0740,0000,에피소드수유838,월세,16.4482,202201,29,"         1,000",            67,15,2021,도봉로 315,202202~202302,신규,-,0,0
서울특별시 강북구 수유동,740,0740,0000,에피소드수유838,월세,15.6485,202201,29,"         5,000",            55,8,2021,도봉로 315,202202~202302,신규,-,0,0
서울특별시 강북구 수유동,740,0740,0000,에피소드수유838,월세,11.2511,202201,29,"         1,000",            68,21,2021,도봉로 315,202202~202302,신규,-,0,0
서울특별시 강북구 수유동,740,0740,0000,에피소드수유838,월세,23.9113,202201,29,"         5,000",            98,15,2021,도봉로 315,202202~202302,신규,-,0,0
서울특별시 강북구 수유동,223-7,0223,0007,예도팔라티움,월세,12.99,202201,6,"         6,000",            42,6,2020,노해로 34,202202~202302,신규,-,0,0
서울특별시 강북구 수유동,223-7,0223,0007,예도팔라티움,월세,12.99,202201,8,"         1,000",            65,7,2020,노해로 34,202202~202302,신규,-,0,0
서울특별시 강북구 수유동,223-7,0223,0007,예도팔라티움,월세,12.99,202201,20,"         1,000",            65,11,2020,노해로 34,202202~202402,신규,-,0,0
서울특별시 강북구 수유동,223-7,0223,0007,예도팔라티움,월세,12.99,202201,29,           500,            70,7,2020,노해로 34,202202~202302,신규,-,0,0
서울특별시 강북구 수유동,738,0738,0000,한원힐트리움수유,전세,27.39,202201,3,"        24,000",             0,6,2020,노해로 104,202202~202402,신규,-,0,0
서울특별시 강북구 수유동,738,0738,0000,한원힐트리움수유,전세,27.39,202201,13,"        23,400",             0,6,2020,노해로 104,202202~202402,신규,-,0,0
서울특별시 강북구 우이동,5-5,0005,0005,두온리치벨리,전세,143.38,202201,15,"        40,000",             0,4,2004,삼양로 670,-,-,-, , 
서울특별시 강북구 우이동,1,0001,0000,성원상떼빌,전세,84.98,202201,20,"        40,000",             0,7,1990,삼양로 658,202203~202403,신규,-,0,0
